,Property Type,Address,Region,Rent,Total Rent,Area,Rooms,Bathrooms,Garage,Furnished
651,Apartamento,Avenida Vicente de Carvalho,Vicente de Carvalho,850,883,37,1,1,0.0,0
652,Apartamento,Estrada dos Bandeirantes,Jacarepaguá,1948,2702,60,2,1,1.0,1
653,Apartamento,Avenida Otávio Malta,Anil,1200,1530,44,2,1,0.0,0
654,Apartamento,Rua Campos Sales,Tijuca,3000,3246,100,3,2,0.0,0
655,Apartamento,Avenida Marechal Rondon,Engenho Novo,1100,1793,50,2,1,1.0,0
656,Studio e kitnet,Rua Anchieta,Leme,2130,3088,27,1,1,0.0,1
657,Apartamento,Rua Uruguai,Andaraí,1600,2662,70,2,2,1.0,0
658,Apartamento,Rua Silva Teles,Andaraí,2200,3038,60,2,2,1.0,0
659,Apartamento,Rua Coronel Vercessi,Freguesia (jacarepaguá),1360,2311,56,2,1,1.0,1
660,Apartamento,Rua Santa Clara,Copacabana,2880,4548,90,3,3,1.0,0
661,Apartamento,Rua Dionísio,Penha,960,1507,50,3,1,1.0,0
662,Studio e kitnet,Avenida Ayrton Senna,Barra da Tijuca,2500,4731,73,2,2,1.0,1
663,Apartamento,Rua Vinte E Quatro de Maio,Engenho Novo,1012,1641,40,1,1,1.0,1
664,Apartamento,Rua Nossa Senhora de Lourdes,Grajaú,1051,1620,40,1,1,0.0,0
665,Apartamento,Rua Andromeda,Taquara,1050,1091,45,1,1,0.0,0
666,Apartamento,Rua Neylson Rebouças,Freguesia (jacarepaguá),1200,1791,50,2,1,1.0,0
667,Apartamento,Rua Riachuelo,Centro,2100,2704,77,2,1,0.0,0
668,Apartamento,Rua Vítor Meireles,Riachuelo,1300,1714,50,1,1,1.0,0
669,Apartamento,Rua Godofredo Viana,Taquara,900,1105,50,1,1,0.0,0
670,Apartamento,Rua Cândido Benício,Campinho,850,883,37,1,1,0.0,0
671,Apartamento,Estrada Paulo de Medeiros,Piedade,950,1217,48,1,1,1.0,0
672,Studio e kitnet,Avenida Nossa Senhora de Copacabana,Copacabana,2400,3061,35,1,1,0.0,1
673,Apartamento,Rua Vinte E Quatro de Maio,Engenho Novo,2500,3160,71,3,2,1.0,1
674,Apartamento,Rua Leopoldino Bastos,Engenho Novo,1250,1999,60,3,1,1.0,0
675,Apartamento,Rua Barbosa da Silva,Riachuelo,1100,1789,72,2,1,1.0,0
676,Apartamento,Rua Goianinha,Curicica,1200,1597,43,2,1,1.0,0
677,Apartamento,Rua Ester Correia,Quintino Bocaiúva,1115,1158,47,1,1,1.0,0
678,Apartamento,Rua Silva Guimarães,Tijuca,2950,4078,103,2,2,1.0,0
679,Apartamento,Avenida Ernani Cardoso,Cascadura,600,1313,40,2,1,1.0,0
680,Apartamento,Rua do Russel,Glória,1517,2201,35,1,1,0.0,1
681,Apartamento,Avenida Olof Palme,Camorim,2870,3957,67,2,2,0.0,1
682,Apartamento,Rua Turiana,Irajá,800,1136,44,2,1,0.0,0
683,Apartamento,Rua Pinto Teles,Campinho,1295,1450,50,2,1,0.0,0
684,Apartamento,Rua Columbia,Quintino Bocaiúva,550,1052,40,1,1,0.0,0
685,Studio e kitnet,Rua Professor Plínio Bastos,Olaria,900,1083,30,1,1,0.0,0
686,Apartamento,Rua Pereira da Silva,Laranjeiras,2450,3061,51,2,1,0.0,0
687,Apartamento,Rua Torres de Oliveira,Piedade,800,1131,71,2,1,0.0,0
688,Apartamento,Estrada dos Bandeirantes,Jacarepaguá,1900,2786,50,2,1,1.0,0
689,Apartamento,Estrada do Rio Grande,Taquara,1160,1530,44,2,1,0.0,0
690,Casa,Rua do Pirilampo,Curicica,2200,2357,120,3,2,1.0,0
691,Apartamento,Estrada do Engenho D'agua,Anil,2200,2862,61,2,2,1.0,0
692,Apartamento,Rua Lúcio de Mendonça,Maracanã,2665,3838,100,3,2,1.0,1
693,Casa,Rua da Cascata,Tijuca,2620,2731,70,2,1,1.0,0
694,Casa em condomínio,Estrada do Galeão,Jardim Guanabara,3000,3692,210,3,2,1.0,1
695,Casa,Rua Upiara,Bento Ribeiro,850,937,50,1,1,0.0,0
696,Apartamento,Rua Joaquim Murtinho,Santa Teresa,2600,3243,90,3,1,0.0,0
697,Apartamento,Rua São Francisco Xavier,Maracanã,2050,3742,96,3,2,1.0,0
698,Apartamento,Rua Piraquê,Madureira,1100,1183,80,2,1,0.0,0
699,Apartamento,Rua José Higino,Tijuca,1950,3038,85,3,2,1.0,0
700,Apartamento,Rua Barão de Pirassinunga,Tijuca,3300,4043,92,2,1,0.0,0
701,Apartamento,Rua Ada,Piedade,750,779,50,1,1,0.0,0
702,Apartamento,Rua Maria Lopes,Madureira,760,1164,45,2,1,1.0,0
703,Apartamento,Rua Benjamin Constant,Glória,2750,4003,80,3,2,0.0,1
704,Apartamento,Rua Clarimundo de Melo,Encantado,1000,1843,83,2,3,0.0,0
705,Apartamento,Rua Torres de Oliveira,Piedade,853,1226,50,2,1,1.0,0
706,Apartamento,Praça da Bandeira,Praça da Bandeira,1320,1930,33,1,1,0.0,0
707,Apartamento,Rua Padre Roma,Engenho Novo,1500,2005,67,2,1,1.0,0
708,Apartamento,Rua Raul Pompéia,Copacabana,3500,5778,103,2,2,1.0,0
709,Casa,Rua Sirici,Marechal Hermes,800,834,40,1,1,0.0,0
710,Apartamento,Rua Bezerril Fontenele,Irajá,838,870,50,1,1,0.0,0
711,Apartamento,Rua Tancredo Neves,Taquara,700,728,50,1,1,0.0,0
712,Apartamento,Rua Cambucá,Higienópolis,934,1004,40,1,1,0.0,0
713,Apartamento,Rua Arquias Cordeiro,Engenho de Dentro,720,1048,56,1,1,0.0,0
714,Apartamento,Rua Ribeiro Guimarães,Vila Isabel,1252,1908,48,1,1,0.0,0
715,Apartamento,Rua do Rocha,Rocha,1200,1447,65,2,1,0.0,0
716,Apartamento,Avenida Brasil,Irajá,924,1159,65,2,1,1.0,0
717,Apartamento,Rua Haddock Lobo,Estácio,1300,2610,72,2,1,1.0,0
718,Apartamento,Rua Araújo Pena,Tijuca,1800,3090,110,3,3,0.0,0
719,Apartamento,Rua Barão de Mesquita,Vila Isabel,2450,3237,49,1,2,1.0,1
720,Studio e kitnet,Rua Senador Dantas,Centro,1900,2474,28,1,1,0.0,1
721,Apartamento,Avenida Dom Hélder Câmara,Piedade,900,1235,62,3,1,0.0,0
722,Apartamento,Avenida Jean Paul Sartre,Barra da Tijuca,4937,6861,119,4,3,0.0,0
723,Apartamento,Rua Toneleiros,Copacabana,2819,3642,55,1,1,0.0,1
724,Apartamento,Estrada Campo da Areia,Pechincha,1000,1338,42,2,1,1.0,0
725,Casa,Rua Araguari,Ramos,1260,1282,60,2,1,0.0,0
726,Apartamento,Rua Oscár,Quintino Bocaiuva,729,857,36,1,1,0.0,0
727,Apartamento,Rua Ester Correia,Quintino Bocaiuva,800,1712,63,2,1,1.0,0
728,Apartamento,Rua Bráulio Muniz,Abolição,937,1466,50,2,1,0.0,1
729,Casa,Rua General Belegarde,Engenho Novo,1929,2061,79,2,2,1.0,0
730,Apartamento,Rua Delfina Alves,Madureira,500,1119,60,2,1,0.0,0
731,Apartamento,Avenida Cláudio Besserman Vianna,Jacarepaguá,2000,4013,75,2,2,1.0,1
732,Apartamento,Rua Tenente Cleto Campelo,Cocotá,1200,1526,30,1,1,1.0,0
733,Apartamento,Rua Álvares Cabral,Cachambi,1000,1978,65,2,1,1.0,0
734,Apartamento,Rua Lima Drumond,Váz Lobo,1220,1308,50,2,1,1.0,0
735,Casa,Avenida Pastor Martin Luther King Junior,Inhauma,1248,1269,50,1,1,0.0,0
736,Casa em condomínio,Rua Jaú,Engenho Novo,2500,2815,64,2,2,1.0,1
737,Apartamento,Estrada Capenha,Pechincha,1200,2032,58,2,1,1.0,0
738,Apartamento,Avenida Vicente de Carvalho,Penha Circular,1074,1523,80,2,2,1.0,0
739,Apartamento,Estrada Campo da Areia,Pechincha,1100,1443,42,2,1,1.0,0
740,Casa,Rua Barão de Cotegipe,Vila Isabel,2200,2343,100,2,1,0.0,0
741,Apartamento,Rua Sousa Barros,Engenho Novo,1360,1702,55,2,1,1.0,0
742,Apartamento,Rua Dona Maria,Vila Isabel,2400,3081,69,2,1,0.0,0
743,Apartamento,Estrada Meringuava,Taquara,970,1436,64,2,1,1.0,0
744,Apartamento,Rua Mendes Taváres,Vila Isabel,1550,1971,48,1,1,0.0,0
745,Studio e kitnet,Rua Marins Loureiro,Vicente de Carvalho,1536,1605,96,1,1,1.0,1
746,Casa,Rua Freitas Madureira,Piedade,2050,2222,150,3,2,0.0,0
747,Apartamento,Rua Pinto Teles,Praça Seca,1200,1758,58,2,1,1.0,0
748,Studio e kitnet,Rua Joaquim Murtinho,Santa Teresa,2066,2578,40,1,1,0.0,1
749,Apartamento,Avenida Geremário Dantas,Pechincha,1000,1495,60,2,1,0.0,0
750,Casa em condomínio,Rua Padre Manuel da Nóbrega,Quintino Bocaiuva,1090,1137,35,1,1,0.0,0
751,Apartamento,Estrada Marechal Miguel Salazar Mendes de Moraes,Taquara,1116,1659,60,2,1,1.0,0
752,Apartamento,Avenida Ernani Cardoso,Cascadura,850,1373,50,2,1,1.0,0
753,Apartamento,Rua do Tijolo,Piedade,850,1213,74,2,1,1.0,0
754,Apartamento,Rua Barão de Mesquita,Tijuca,1800,2893,70,3,1,1.0,0
755,Apartamento,Rua Conde Baependi,Flamengo,3253,4476,80,2,2,0.0,0
756,Apartamento,Rua Barão do Bom Retiro,Engenho Novo,1350,2041,48,2,2,1.0,0
757,Studio e kitnet,Rua Riachuelo,Centro,2300,2888,40,1,1,0.0,1
758,Apartamento,Rua Monsenhor Jerônimo,Engenho de Dentro,850,1780,58,1,1,1.0,0
759,Apartamento,Rua Barata Ribeiro,Copacabana,4000,5069,90,2,2,0.0,0
760,Studio e kitnet,Avenida Nossa Senhora de Copacabana,Copacabana,2000,2910,40,1,1,0.0,0
761,Apartamento,Avenida Dom Hélder Câmara,Piedade,1200,1297,45,1,1,0.0,0
762,Apartamento,Avenida Claudio Besserman Vianna,Barra da Tijuca,4697,6446,115,4,4,0.0,1
763,Casa,Rua Zeferino Brasil,Taquara,2500,2711,157,3,3,0.0,0
764,Apartamento,Rua dos Inválidos,Centro,1155,1766,27,1,1,0.0,0
765,Apartamento,Rua Ataulpho Coutinho,Barra da Tijuca,2762,4973,80,2,2,1.0,1
766,Apartamento,Rua Barão do Bom Retiro,Engenho Novo,1700,2681,90,3,2,1.0,0
767,Apartamento,Rua Emília Sampaio,Vila Isabel,1754,2531,74,2,2,1.0,0
768,Apartamento,Estrada Capenha,Pechincha,2100,3366,64,3,2,1.0,0
769,Apartamento,Rua Torres Homem,Vila Isabel,1100,2533,66,2,1,1.0,0
770,Apartamento,Rua Bambina,Botafogo,3700,4877,83,2,2,0.0,0
771,Apartamento,Rua Jacuí,Brás de Pina,750,1059,45,1,1,0.0,0
772,Apartamento,Avenida Darcy Bitencourt Costa,Olaria,1380,1398,50,2,1,0.0,0
773,Apartamento,Rua Maestro Francisco Braga,Copacabana,2958,3668,39,1,1,0.0,1
774,Apartamento,Rua Primo Teixeira,Encantado,870,1212,60,2,1,0.0,0
775,Apartamento,Rua Figueiredo Pímentel,Piedade,820,1457,42,2,1,1.0,0
776,Apartamento,Rua Carlos Sampaio,Centro,2700,3184,39,1,1,0.0,1
777,Apartamento,Avenida dos Mananciais,Taquara,1216,1859,65,2,1,1.0,0
778,Apartamento,Rua Paulo Moreira da Silva,Taquara,840,1222,37,1,1,1.0,0
779,Studio e kitnet,Rua do Resende,Centro,1250,1859,40,1,1,1.0,0
780,Apartamento,Estrada Coronel Vieira,Irajá,1200,1737,58,2,1,1.0,0
781,Apartamento,Rua Carolina Machado,Oswaldo Cruz,850,1083,60,2,1,0.0,0
782,Apartamento,Avenida Lúcio Costa,Barra da Tijuca,4000,5837,90,2,2,0.0,0
783,Apartamento,Rua General Barbosa Lima,Copacabana,2487,3267,50,1,1,0.0,0
784,Apartamento,Rua Aristides Lobo,Rio Comprido,1650,2310,47,2,1,1.0,1
785,Casa,Rua Santarém,Penha Circular,900,916,50,1,1,0.0,0
786,Apartamento,Rua Filgueiras Lima,Riachuelo,2300,3051,62,2,1,1.0,1
787,Apartamento,Rua Riachuelo,Centro,1250,1841,40,1,1,0.0,0
788,Apartamento,Rua Capiranga,Madureira,1000,1263,65,2,1,0.0,0
789,Apartamento,Avenida Ministro Edgard Romero,Váz Lobo,892,1327,60,2,1,0.0,0
790,Casa,Rua Maracaípe,Marechal Hermes,1350,1449,50,1,1,0.0,0
791,Casa,Avenida Monsenhor Félix,Irajá,2500,2650,119,4,2,1.0,0
792,Apartamento,Rua Cruz Lima,Flamengo,2700,5513,70,2,1,1.0,1
793,Apartamento,Rua Santos Titara,Todos Os Santos,2330,3111,85,2,2,1.0,1
794,Apartamento,Rua Paula Freitas,Copacabana,2600,3276,38,1,1,0.0,1
795,Apartamento,Rua Frei Luiz Alevato,Taquara,1155,1584,51,2,1,1.0,0
796,Apartamento,Rua Primo Teixeira,Encantado,760,1068,40,1,1,0.0,0
797,Apartamento,Rua Tenente Franca,Cachambi,1900,2718,68,2,1,1.0,1
798,Apartamento,Rua Godofredo Viana,Taquara,850,1628,60,2,2,1.0,0
799,Apartamento,Rua Araújo Leitão,Engenho Novo,980,2041,59,2,1,1.0,0
800,Apartamento,Estrada Rodrigues Caldas,Taquara,1950,2598,52,2,2,1.0,0
801,Apartamento,Rua Mirataia,Pechincha,950,1337,38,2,1,1.0,0
802,Casa,Rua Ana Cristina Cesar,Freguesia (jacarepaguá),3000,3413,156,3,2,1.0,0
803,Apartamento,Rua Clara Nunes,Oswaldo Cruz,1200,1440,47,2,1,0.0,0
804,Apartamento,Rua Cardoso de Morais,Bonsucesso,1100,1604,70,2,1,0.0,0
805,Apartamento,Avenida Gomes Freire,Centro,1258,1807,40,1,1,0.0,0
806,Apartamento,Rua Cari Leví,Jardim America,1300,1350,70,2,1,0.0,0
807,Casa,Rua Cirne Maia,Cachambi,2415,2538,120,3,2,1.0,0
808,Apartamento,Rua Alcides Lima,Jacarepaguá,1372,1993,60,2,1,1.0,0
809,Apartamento,Rua Galvani,Vila da Penha,1150,1374,40,1,1,0.0,0
810,Casa,Rua Américo Brasiliense,Madureira,1500,1564,60,2,1,0.0,0
811,Casa em condomínio,Rua Jaú,Engenho Novo,2200,2491,120,2,1,1.0,0
812,Apartamento,Rua Caetano da Silva,Cascadura,1300,1495,60,2,1,1.0,0
813,Apartamento,Rua Fernando Simoni,Pilares,1445,1584,66,2,1,0.0,0
814,Apartamento,Rua Samin,Irajá,1300,1550,80,2,1,1.0,0
815,Casa,Rua Drumond,Olaria,950,1020,50,1,1,0.0,0
816,Apartamento,Estrada dos Bandeirantes,Jacarepaguá,3200,4064,58,2,2,1.0,1
817,Apartamento,Avenida Marlene Cunha,Brás de Pina,1200,1522,40,2,1,0.0,0
818,Apartamento,Rua Escultor Sergio Camargo,Jacarepaguá,2958,3144,25,1,1,0.0,1
819,Apartamento,Rua Nascimento Silva,Ipanema,6300,7432,70,2,2,1.0,1
820,Apartamento,Rua do Rocha,Rocha,1500,1598,70,2,1,0.0,0
821,Apartamento,Rua Hanibal Pôrto,Irajá,1200,1607,55,2,1,0.0,0
822,Apartamento,Rua João Romariz,Ramos,1700,2140,44,2,1,1.0,0
823,Apartamento,Avenida do Exército,São Cristóvão,1350,2260,83,2,2,0.0,0
824,Apartamento,Avenida Marechal Rondon,Rocha,952,1766,90,2,1,0.0,0
825,Apartamento,Rua Álvares Cabral,Cachambi,1350,2135,80,2,1,1.0,0
826,Casa,Rua Professor Sílvio Leite,Taquara,2000,2179,62,2,2,1.0,0
827,Apartamento,Rua São Clemente,Botafogo,5700,7701,87,2,2,1.0,0
828,Casa,Rua Ipero,Curicica,2700,2982,280,3,3,0.0,0
829,Apartamento,Rua Honório,Cachambi,1200,1597,55,2,1,0.0,0
830,Apartamento,Rua Doutor Bulhões,Engenho de Dentro,1890,2228,98,2,3,1.0,0
831,Apartamento,Rua Tiboim,Braz de Pina,1350,1402,60,2,1,0.0,0
832,Apartamento,Rua Pouso Alto,Tanque,2500,3381,86,3,2,0.0,0
833,Apartamento,Rua Barão de Icaraí,Flamengo,4000,5262,85,2,2,1.0,0
834,Apartamento,Estrada Governador Chagas Freitas,Moneró,1155,1509,42,2,1,0.0,0
835,Apartamento,Rua Conselheiro Ferraz,Lins de Vasconcelos,900,1888,80,2,1,1.0,0
836,Apartamento,Rua Dias da Cruz,Méier,1650,2529,64,3,1,0.0,0
837,Casa,Rua Piracaia,Marechal Hermes,1700,1773,105,3,2,1.0,0
838,Studio e kitnet,Rua Gomes Carneiro,Ipanema,2800,3993,30,1,1,0.0,1
839,Casa,Rua Borborema,Madureira,1470,1533,67,2,1,0.0,0
840,Apartamento,Rua Sargento Silva Nunes,Ramos,1500,1858,42,2,1,0.0,0
841,Apartamento,Rua João Adil de Oliveira,Irajá,1300,1462,50,2,1,0.0,0
842,Apartamento,Av. Geremário Dantas,Pechincha,1500,1952,40,1,1,1.0,0
843,Apartamento,Avenida Marechal Rondon,São Francisco Xavier,1050,1787,52,1,1,0.0,0
844,Casa em condomínio,Rua Professor Dulcídio Pereira,Itanhangá,14000,15810,270,4,3,0.0,0
845,Apartamento,Estrada da Covanca,Tanque,1800,2473,78,2,2,1.0,0
846,Apartamento,Rua Frederic Chopin,Jardim America,1232,1279,50,2,1,1.0,0
847,Apartamento,Avenida Carlos Meziano,Portuguesa,1470,1982,72,3,1,1.0,0
848,Apartamento,Rua Uruguai,Tijuca,2800,3617,90,3,1,0.0,0
849,Apartamento,Avenida Paulo de Frontin,Praça da Bandeira,2120,3169,80,2,2,0.0,0
850,Casa,Rua Pracinha Dionísio Chagas,Pitangueiras,2600,2711,100,2,2,1.0,1
851,Casa,Rua Tenente Jerônimo Mesquita,Irajá,1020,1060,55,1,1,0.0,0
852,Apartamento,Rua Américo Brasiliense,Madureira,1000,1674,58,1,2,1.0,0
853,Apartamento,Rua Coronel Paulo Malta Rezende,Barra da Tijuca,3200,4988,70,2,2,1.0,0
854,Apartamento,Rua Tenente Franca,Cachambi,1569,2230,68,2,2,1.0,0
855,Apartamento,Rua Alice,Laranjeiras,5500,6722,199,3,2,1.0,0
856,Casa,Rua Marechal Jofre,Grajau,1615,1754,51,1,1,0.0,0
857,Casa em condomínio,Rua Ferreira Cantão,Irajá,1369,1477,70,2,1,0.0,0
858,Apartamento,Rua Terezina,Santa Teresa,2350,3515,77,2,1,0.0,0
859,Apartamento,Rua Maria Antônia,Engenho Novo,1027,1507,84,2,1,0.0,0
860,Apartamento,Rua Maestro Vila Lobos,Tijuca,3000,4437,72,2,1,1.0,0
861,Apartamento,Rua Curupaiti,Engenho de Dentro,1200,1982,60,2,1,1.0,0
862,Apartamento,Estrada do Rio Grande,Taquara,1100,2177,38,1,1,1.0,0
863,Apartamento,Rua Tompson Flores,Méier,1500,2075,62,2,2,0.0,0
864,Apartamento,Rua Professor Valadares,Grajaú,1490,1807,60,1,1,0.0,0
865,Apartamento,Avenida Ministro Edgard Romero,Madureira,950,1275,70,2,1,0.0,0
866,Casa,Rua Souza Franco,Vila Isabel,3800,4262,270,3,2,0.0,0
867,Apartamento,Rua Monte Santo,Irajá,1350,1402,65,2,1,0.0,0
868,Apartamento,Rua Maria Lopes,Madureira,870,1344,40,2,1,0.0,0
869,Apartamento,Rua Maues,Braz de Pina,950,987,50,1,1,0.0,0
870,Apartamento,Rua Guimarães Natal,Copacabana,4500,5478,70,2,2,0.0,1
871,Studio e kitnet,Rua Álvaro Ramos,Botafogo,4200,4413,80,1,1,0.0,0
872,Apartamento,Rua Maria Lopes,Madureira,1300,1687,42,2,1,0.0,0
873,Apartamento,Rua Enaldo dos Santos Araújo,Engenheiro Leal,1000,1363,41,2,1,0.0,0
874,Apartamento,Avenida Epitácio Pessoa,Lagoa,5000,7299,95,1,2,1.0,0
875,Apartamento,Estrada Adhemar Bebiano,Del Castilho,3000,4094,101,2,3,0.0,0
876,Apartamento,Rua Cinco de Julho,Copacabana,2500,5014,90,2,1,1.0,0
877,Apartamento,Rua Joaquim Pinheiro,Freguesia (jacarepaguá),2500,3617,85,2,2,1.0,0
878,Apartamento,Estrada do Rio Grande,Taquara,1470,2382,40,1,1,1.0,0
879,Apartamento,Rua Carlos Xavier,Madureira,1100,1470,55,1,1,1.0,0
880,Apartamento,Rua Carlos Xavier,Oswaldo Cruz,950,1343,55,1,1,1.0,0
881,Apartamento,Rua Ernesto Nunes,Piedade,1300,1934,65,2,1,1.0,0
882,Apartamento,Estrada Intendente Magalhães,Madureira,1400,2099,70,2,1,1.0,0
883,Apartamento,Rua Ernesto Nunes,Piedade,900,1525,70,2,1,1.0,0
884,Casa,Rua Souto,Cascadura,1900,1981,100,3,3,0.0,0
885,Apartamento,Avenida Meriti,Irajá,1449,1905,42,1,1,1.0,0
886,Apartamento,Rua Dias Ferreira,Leblon,12000,14150,60,1,2,1.0,1
887,Apartamento,Rua Cândido Mendes,Glória,2300,3042,40,1,1,0.0,1
888,Casa,Estrada da Boiúna,Taquara,1900,2331,70,2,2,1.0,0
889,Apartamento,Rua Tenente Costa,Méier,1100,1733,85,2,1,0.0,0
890,Apartamento,Rua Montevidéu,Penha,940,1207,65,2,1,0.0,0
891,Apartamento,Rua Jucari,Irajá,1550,1610,65,2,1,0.0,0
892,Apartamento,Rua Pinheiro Guimarães,Botafogo,4397,5961,84,2,2,1.0,0
893,Apartamento,Avenida Princesa Isabel,Copacabana,3500,4376,47,1,1,0.0,0
894,Apartamento,Rua Acre,Centro,1600,2318,40,2,1,0.0,0
895,Apartamento,Avenida Geremário Dantas,Pechincha,943,1470,48,1,1,1.0,0
896,Apartamento,Rua Tirol,Freguesia (jacarepaguá),2166,3509,90,3,3,1.0,0
897,Apartamento,Rua Imbiaca,Vila Kosmos,1400,1460,70,2,2,1.0,0
898,Apartamento,Rua Gustavo de Andrade,Irajá,1500,2048,76,3,2,1.0,0
899,Apartamento,Rua José Higino,Tijuca,5000,7047,138,4,2,1.0,0
900,Casa em condomínio,Rua Pouso Alto,Tanque,2800,3173,94,3,3,1.0,0
901,Apartamento,Rua Honório de Almeida,Irajá,1536,1965,76,3,2,1.0,0
902,Apartamento,Rua Siqueira Campos,Copacabana,3500,4747,70,2,1,1.0,0
903,Apartamento,Rua Luís Belart,Jardim Guanabara,1800,2904,87,3,2,1.0,0
904,Apartamento,Avenida Geremário Dantas,Tanque,1602,2090,80,2,2,1.0,0
905,Apartamento,Avenida Ministro Edgard Romero,Madureira,1000,1538,60,1,1,1.0,0
906,Apartamento,Praia do Flamengo,Flamengo,4271,6517,90,2,2,1.0,0
907,Apartamento,Rua Miguel Fernandes,Méier,1750,2248,54,2,1,1.0,0
908,Apartamento,Rua Voluntários da Pátria,Humaitá,3264,4502,70,3,1,0.0,0
909,Apartamento,Rua Professora Francisca Piragibe,Taquara,1500,2080,65,2,1,1.0,0
910,Apartamento,Rua Professor Henrique Costa,Pechincha,2000,2801,65,2,1,1.0,1
911,Apartamento,Avenida Geremário Dantas,Pechincha,1250,1794,68,2,1,0.0,0
912,Apartamento,Rua Cisplatina,Irajá,1650,1800,136,2,1,0.0,0
913,Apartamento,Rua das Camélias,Vila Valqueire,892,1267,60,2,1,0.0,0
914,Apartamento,Rua Tenente Cerqueira Leite,Méier,1572,1985,27,1,1,0.0,0
915,Apartamento,Rua Riachuelo,Centro,1200,2355,44,1,1,0.0,0
916,Apartamento,Rua Bamboré,Del Castilho,2100,2143,71,2,2,0.0,0
917,Apartamento,Rua Leopoldo Miguez,Copacabana,3500,4491,37,1,1,0.0,0
918,Apartamento,Estrada do Rio Grande,Taquara,2200,3182,59,2,2,1.0,0
919,Apartamento,Rua Maranhão,Méier,1800,2643,75,2,2,1.0,0
920,Apartamento,Estrada do Tindiba,Taquara,1750,2540,68,2,1,1.0,0
921,Apartamento,Rua Gustavo Sampaio,Leme,3550,5719,90,2,1,1.0,0
922,Studio e kitnet,Rua da Conceição,Centro,1000,1646,34,1,1,0.0,0
923,Studio e kitnet,Rua Leopoldo Miguez,Copacabana,3200,3926,33,1,1,0.0,0
924,Apartamento,Avenida Bartolomeu Mitre,Leblon,5839,8336,112,3,2,1.0,0
925,Apartamento,Rua Henrique Oswald,Copacabana,8000,10850,192,2,3,0.0,0
926,Apartamento,Rua Joaquim Meier,Méier,1400,2289,60,2,1,0.0,0
927,Apartamento,Rua Barão da Torre,Ipanema,5000,7634,45,1,1,1.0,1
928,Apartamento,Avenida Padre Leonel Franca,Gávea,4600,6687,78,2,1,1.0,0
929,Apartamento,Rua Iriquitia,Taquara,1664,2546,65,2,2,1.0,1
930,Apartamento,Rua das Palmeiras,Botafogo,2800,4226,89,2,1,0.0,1
931,Apartamento,Estrada de Jacarepaguá,Anil,1650,2164,60,1,1,1.0,1
932,Apartamento,Rua Coração de Maria,Méier,1050,1724,80,2,1,0.0,0
933,Apartamento,Rua Mariz E Barros,Maracanã,2550,3478,80,2,1,0.0,0
934,Apartamento,Rua Francisco Otaviano,Copacabana,3880,6973,60,1,2,1.0,1
935,Apartamento,Rua José Sombra,Irajá,1250,1519,50,2,1,0.0,0
936,Apartamento,Rua Engenheiro Lafaiete Stockler,Vila da Penha,1350,1827,45,1,1,0.0,0
937,Apartamento,Avenida Treze de Maio,Centro,1022,1862,45,1,1,0.0,0
938,Apartamento,Rua Rodolfo Dantas,Copacabana,2704,3710,36,1,1,0.0,0
939,Studio e kitnet,Avenida Rio Branco,Centro,858,1694,35,1,1,0.0,0
940,Apartamento,Avenida Lúcio Costa,Barra da Tijuca,5000,7038,78,2,2,1.0,0
941,Apartamento,Rua Tanabi,Irajá,1500,1808,78,2,2,0.0,0
942,Apartamento,Avenida Mem de Sá,Centro,2600,3524,49,2,2,0.0,0
943,Apartamento,Avenida Nossa Senhora de Copacabana,Copacabana,2947,4136,48,1,1,0.0,1
944,Apartamento,Rua Maciel Monteiro,Praia da Bandeira,1000,1368,74,1,1,0.0,0
945,Apartamento,Rua Padre Ventura,Taquara,2500,3203,86,2,1,1.0,0
946,Apartamento,Avenida Meriti,Vila Kosmos,1300,1645,58,2,1,0.0,0
947,Apartamento,Rua do Senado,Centro,1430,1916,39,1,1,0.0,0
948,Apartamento,Rua Dias Ferreira,Leblon,6150,7668,90,2,2,0.0,0
949,Apartamento,Rua Barão do Flamengo,Flamengo,7500,8914,73,2,1,0.0,1
950,Casa,Estrada de Jacarepaguá,Freguesia (jacarepaguá),3700,3991,172,3,2,0.0,0
951,Apartamento,Avenida Embaixador Abelardo Bueno,Barra da Tijuca,5600,7078,80,2,2,1.0,1
952,Apartamento,Rua Senador Alencar,São Cristóvão,2000,2362,90,2,1,0.0,0
953,Studio e kitnet,Rua Irineu Marinho,Centro,1300,1778,32,1,1,0.0,0
954,Apartamento,Rua Vinte de Abril,Centro,1500,1998,30,1,1,0.0,0
955,Apartamento,Rua Gustavo Sampaio,Leme,3300,4485,66,2,1,0.0,0
956,Apartamento,Rua General Caldwell,Centro,1000,2079,41,1,1,0.0,0
957,Apartamento,Estrada do Guanumbi,Freguesia (jacarepaguá),3800,4993,83,3,2,1.0,0
958,Apartamento,Avenida Ayrton Senna,Barra da Tijuca,6800,9356,104,3,2,0.0,0
959,Apartamento,Avenida Meriti,Cordovil,1500,1690,70,2,1,0.0,0
960,Apartamento,Rua Uruguai,Tijuca,5500,8182,217,4,3,0.0,0
961,Apartamento,Avenida dos Mananciais,Taquara,3940,4997,88,3,3,1.0,1
962,Studio e kitnet,Rua São Francisco Xavier,Tijuca,5000,5748,26,1,1,0.0,1
963,Apartamento,Praça Eugênio Jardim,Copacabana,10000,14390,209,4,4,0.0,1
